video_id,channel_id,video_title,channel_title,category_name,live_upcoming_none,view_count,like_count,dislike_count,comment_count,published_at,tags,duration,definition,caption,thumbnail,url
P4SYSRp00uE,UC16niRr50-MSBwiO3YDb3RA,Coronavirus: Trump gives WHO ultimatum over Covid-19 handling - BBC News,BBC News,News & Politics,none,249622,1658,0,1610,2020-05-20T10:36:38Z,"bbc,bbc news,news",PT11M6S,hd,false,https://i.ytimg.com/vi/P4SYSRp00uE/default.jpg,https://www.youtube.com/watch?v=P4SYSRp00uE
glm0tMRHTkQ,UC16niRr50-MSBwiO3YDb3RA,Coronavirus: The Russian provinces buckling under Covid-19 - BBC News,BBC News,News & Politics,none,57923,879,0,308,2020-11-12T16:10:03Z,"bbc,bbc news,news",PT3M57S,hd,false,https://i.ytimg.com/vi/glm0tMRHTkQ/default.jpg,https://www.youtube.com/watch?v=glm0tMRHTkQ
wHIvRysWRWY,UC16niRr50-MSBwiO3YDb3RA,Coronavirus: How is Iran responding to the outbreak? - BBC News,BBC News,News & Politics,none,429139,2647,0,1004,2020-03-03T06:48:19Z,"bbc,bbc news,news,Coronavirus",PT4M1S,hd,false,https://i.ytimg.com/vi/wHIvRysWRWY/default.jpg,https://www.youtube.com/watch?v=wHIvRysWRWY
PB7cAnZdKHA,UC16niRr50-MSBwiO3YDb3RA,Coronavirus: New Zealand and Iceland on the verge of beating the virus - BBC News,BBC News,News & Politics,none,72573,1012,0,477,2020-06-02T11:31:10Z,"bbc,bbc news,news",PT4M54S,hd,false,https://i.ytimg.com/vi/PB7cAnZdKHA/default.jpg,https://www.youtube.com/watch?v=PB7cAnZdKHA
wfyNqt1OqWQ,UC16niRr50-MSBwiO3YDb3RA,Coronavirus: China outbreak city Wuhan raises death toll by 50% - BBC News,BBC News,News & Politics,none,771264,4144,0,3235,2020-04-17T12:37:42Z,"bbc,bbc news,news",PT2M18S,hd,false,https://i.ytimg.com/vi/wfyNqt1OqWQ/default.jpg,https://www.youtube.com/watch?v=wfyNqt1OqWQ
YK_gq3PC7TE,UC16niRr50-MSBwiO3YDb3RA,Coronavirus disease named Covid-19 - BBC News,BBC News,News & Politics,none,887573,6848,0,2482,2020-02-12T07:17:42Z,"bbc,bbc news,news",PT9M38S,hd,false,https://i.ytimg.com/vi/YK_gq3PC7TE/default.jpg,https://www.youtube.com/watch?v=YK_gq3PC7TE
njYf9_L-v1Y,UC16niRr50-MSBwiO3YDb3RA,"Coronavirus deaths in US top 100,000 - BBC News",BBC News,News & Politics,none,128250,1303,0,753,2020-05-28T09:43:31Z,"bbc,bbc news,news",PT7M58S,hd,false,https://i.ytimg.com/vi/njYf9_L-v1Y/default.jpg,https://www.youtube.com/watch?v=njYf9_L-v1Y
STgRHkB-vx4,UC16niRr50-MSBwiO3YDb3RA,Coronavirus Explained: How do I protect myself? - BBC News,BBC News,News & Politics,none,127352,1515,0,234,2020-03-06T11:18:16Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,world TV,BBC World,world news,covid 19,covid-19,Coronavirus Explained",PT9M45S,hd,false,https://i.ytimg.com/vi/STgRHkB-vx4/default.jpg,https://www.youtube.com/watch?v=STgRHkB-vx4
j-9CgwB6mus,UC16niRr50-MSBwiO3YDb3RA,How to shop safely in a coronavirus pandemic - BBC News,BBC News,News & Politics,none,38364,364,0,110,2020-05-27T10:35:10Z,"bbc,bbc news,news,coronavirus,covid-19,shopping,retail,pandemic,health",PT59S,hd,false,https://i.ytimg.com/vi/j-9CgwB6mus/default.jpg,https://www.youtube.com/watch?v=j-9CgwB6mus
l4jE7zu40Uk,UC16niRr50-MSBwiO3YDb3RA,"Coronavirus: Brazil's daily death toll hits 1,000 for first time - BBC News",BBC News,News & Politics,none,227560,1597,0,533,2020-05-21T09:19:43Z,"bbc,bbc news,news",PT9M16S,hd,false,https://i.ytimg.com/vi/l4jE7zu40Uk/default.jpg,https://www.youtube.com/watch?v=l4jE7zu40Uk
dC_PzohXybw,UC16niRr50-MSBwiO3YDb3RA,Coronavirus: UK death toll rises by 684 in a day - BBC News,BBC News,News & Politics,none,229847,1597,0,1345,2020-04-03T13:20:52Z,"bbc,bbc news,news",PT2M58S,hd,false,https://i.ytimg.com/vi/dC_PzohXybw/default.jpg,https://www.youtube.com/watch?v=dC_PzohXybw
ArFQdvF8vDE,UC16niRr50-MSBwiO3YDb3RA,Coronavirus explained in 60 seconds - BBC News,BBC News,News & Politics,none,272686,2246,0,264,2020-03-19T12:27:10Z,"bbc,bbc news,news,China coronavirus,coronavirus,coronavirus news,coronavirus symptoms,coronavirus latest,coronavirus cases,coronavirus deaths,corona virus,corona virus news,corona virus latest,china news,chinese news,world TV,BBC World,world news,covid 19,covid-19,Coronavirus Explained,corona virus US,corona Virus trump,donald trump,president trump,corona",PT1M23S,hd,false,https://i.ytimg.com/vi/ArFQdvF8vDE/default.jpg,https://www.youtube.com/watch?v=ArFQdvF8vDE
7S-1QRRWj10,UC16niRr50-MSBwiO3YDb3RA,Coronavirus: Cruise ship Grand Princess docks in California - BBC News,BBC News,News & Politics,none,338144,2109,0,909,2020-03-11T08:11:07Z,"bbc,bbc news,news",PT17M40S,hd,false,https://i.ytimg.com/vi/7S-1QRRWj10/default.jpg,https://www.youtube.com/watch?v=7S-1QRRWj10
q8GRjFP9d0g,UC16niRr50-MSBwiO3YDb3RA,Coronavirus: India becomes third country to pass two million cases - BBC News,BBC News,News & Politics,none,121901,753,0,647,2020-08-07T12:17:53Z,"bbc,bbc news,news",PT2M12S,hd,false,https://i.ytimg.com/vi/q8GRjFP9d0g/default.jpg,https://www.youtube.com/watch?v=q8GRjFP9d0g
iejGYFpTGlg,UC16niRr50-MSBwiO3YDb3RA,"Coronavirus: US death toll passes 2,000 in a single day - BBC News",BBC News,News & Politics,none,472985,3031,0,2036,2020-04-11T10:53:04Z,"bbc,bbc news,news",PT2M,hd,false,https://i.ytimg.com/vi/iejGYFpTGlg/default.jpg,https://www.youtube.com/watch?v=iejGYFpTGlg
NNMOe6cN6Sk,UC16niRr50-MSBwiO3YDb3RA,Coronavirus:   Labour leader criticises government’s response to pandemic - BBC News,BBC News,News & Politics,none,79849,529,0,407,2020-04-22T21:53:59Z,"bbc,bbc news,news,coronavirus,virus,Labour,Sir Keir Starmer,Starmer,criticism,govt,government,failure,testing,tests,PPE,protective,equipment,clothing,masks,gowns,frontline,workers,NHS,staff,doctors,nurses,care,home,pressure,supplies,Turkey,RAF,plane,appeal,shortage,global,manufacture,victims,domestic,abuse,warning,help,lockdown,violent,violence,partners,Huw Edwards,Laura Kuenssberg,Hugh Pym,Phil Mackie,Political,Editor,Health,correspondent,latest",PT9M4S,hd,false,https://i.ytimg.com/vi/NNMOe6cN6Sk/default.jpg,https://www.youtube.com/watch?v=NNMOe6cN6Sk
SchJH53b3nk,UC16niRr50-MSBwiO3YDb3RA,The impact of coronavirus on those with dementia and their carers - BBC Newsnight,BBC News,News & Politics,none,20513,194,0,75,2020-09-28T23:34:49Z,"bbc,bbc news,news,covid,coronavirus,care,care crisis,dementia,lockdown,mental health",PT5M49S,hd,false,https://i.ytimg.com/vi/SchJH53b3nk/default.jpg,https://www.youtube.com/watch?v=SchJH53b3nk
P2y1sIr913Y,UC16niRr50-MSBwiO3YDb3RA,Coronavirus: UK government announces drastic measures to tackle outbreak - BBC News,BBC News,News & Politics,none,738792,5142,0,2261,2020-03-16T22:40:25Z,"bbc,bbc news,news,coronavirus,pandemic,world health organization,self-isolation,social distancing,nightlife,over 70s,pregnant women,pregnancy,covid 19,covid-19,illness,virus,chronic illness,nhs,national health service",PT10M31S,hd,false,https://i.ytimg.com/vi/P2y1sIr913Y/default.jpg,https://www.youtube.com/watch?v=P2y1sIr913Y
YyqbKjOS6AE,UC16niRr50-MSBwiO3YDb3RA,Coronavirus: El Salvador Gangs 'taking advantage of pandemic' - BBC News,BBC News,News & Politics,none,201166,1390,0,342,2020-04-28T09:30:39Z,"bbc,bbc news,news",PT14M46S,hd,false,https://i.ytimg.com/vi/YyqbKjOS6AE/default.jpg,https://www.youtube.com/watch?v=YyqbKjOS6AE
UZ2YVvXL7Hk,UC16niRr50-MSBwiO3YDb3RA,Coronavirus: Why are there outbreaks in meat processing plants? - BBC News,BBC News,News & Politics,none,70907,607,0,447,2020-06-23T10:06:44Z,"bbc,bbc news,news",PT8M53S,hd,false,https://i.ytimg.com/vi/UZ2YVvXL7Hk/default.jpg,https://www.youtube.com/watch?v=UZ2YVvXL7Hk
HmV1qy2HJpk,UC16niRr50-MSBwiO3YDb3RA,Classical music for coronavirus patients in South Korea - BBC News,BBC News,News & Politics,none,68318,1481,0,248,2020-04-01T15:45:41Z,"bbc,bbc news,news,south korea,classical music,music,violin,coronavirus,covid-19,hospital",PT1M17S,hd,false,https://i.ytimg.com/vi/HmV1qy2HJpk/default.jpg,https://www.youtube.com/watch?v=HmV1qy2HJpk
Sildhgd5jtc,UC16niRr50-MSBwiO3YDb3RA,Coronavirus: Can wearing masks stop the spread of viruses? - BBC News,BBC News,News & Politics,none,115170,1162,0,763,2020-05-05T10:32:38Z,"bbc,bbc news,news",PT5M29S,hd,false,https://i.ytimg.com/vi/Sildhgd5jtc/default.jpg,https://www.youtube.com/watch?v=Sildhgd5jtc
AhtNg-3uFq8,UC16niRr50-MSBwiO3YDb3RA,Coronavirus: New York ramps up mass burials amid outbreak - BBC News,BBC News,News & Politics,none,304138,1607,0,0,2020-04-10T14:09:55Z,"bbc,bbc news,news,coronavirus,covid-19,pandemic,United States,New York,health",PT52S,hd,false,https://i.ytimg.com/vi/AhtNg-3uFq8/default.jpg,https://www.youtube.com/watch?v=AhtNg-3uFq8
0csWfr1uvj8,UCupvZG-5ko_eiXAupbDfxWw,New coronavirus variant linked to surge in United Kingdom,CNN,News & Politics,none,155495,1527,0,1192,2020-12-21T23:06:02Z,"latest News,Happening Now,CNN,world,health,cnn international,cnni,max foster,covid 19,coronavirus,medical",PT9M4S,hd,false,https://i.ytimg.com/vi/0csWfr1uvj8/default.jpg,https://www.youtube.com/watch?v=0csWfr1uvj8
ZtkSYY9Z2fE,UCupvZG-5ko_eiXAupbDfxWw,Wuhan coronavirus kills doctor who warned of outbreak,CNN,News & Politics,none,1751025,16483,0,5110,2020-02-07T08:18:15Z,"latest News,Happening Now,CNN,wuhan,china,coronavirus,david culver,world,Li Wenliang,cnn newsroom,john vause",PT7M9S,hd,true,https://i.ytimg.com/vi/ZtkSYY9Z2fE/default.jpg,https://www.youtube.com/watch?v=ZtkSYY9Z2fE
rgpSC__Nxso,UCupvZG-5ko_eiXAupbDfxWw,Go inside a NYC hospital on the front lines of the coronavirus outbreak,CNN,News & Politics,none,918491,5855,0,2827,2020-03-30T11:18:23Z,"latest News,Happening Now,CNN,covid-19,coronavirus,pandemic,nyc,ventilators,new york,quarantine,hospital",PT10M20S,hd,false,https://i.ytimg.com/vi/rgpSC__Nxso/default.jpg,https://www.youtube.com/watch?v=rgpSC__Nxso
4PunLFH-aY0,UCupvZG-5ko_eiXAupbDfxWw,How the government delayed coronavirus testing,CNN,News & Politics,none,144639,1603,0,1674,2020-04-09T22:26:17Z,"latest News,Happening Now,CNN,drew griffin,the situation room,investigative reporting,coronavirus,testing,politics,cdc",PT4M37S,hd,false,https://i.ytimg.com/vi/4PunLFH-aY0/default.jpg,https://www.youtube.com/watch?v=4PunLFH-aY0
3mfSSi-J7kI,UCupvZG-5ko_eiXAupbDfxWw,Why thousands are getting coronavirus on purpose,CNN,News & Politics,none,1098875,5575,0,3385,2020-05-13T21:46:00Z,"latest News,Happening Now,CNN,health,us news,covid-19,coronavirus,drew griffin,vaccine,science",PT4M17S,hd,false,https://i.ytimg.com/vi/3mfSSi-J7kI/default.jpg,https://www.youtube.com/watch?v=3mfSSi-J7kI
GEARtTBHXEw,UCupvZG-5ko_eiXAupbDfxWw,See where officials believe the coronavirus started,CNN,News & Politics,none,4666989,44318,0,21989,2020-01-21T02:47:47Z,"latest News,Happening Now,CNN,world news,coronavirus,corona virus,china,wuhan,kristie lu stout,hala gorani,hala gorani tonight,sars,virus,cnni",PT7M31S,hd,false,https://i.ytimg.com/vi/GEARtTBHXEw/default.jpg,https://www.youtube.com/watch?v=GEARtTBHXEw
SfWtBPbE9so,UCupvZG-5ko_eiXAupbDfxWw,What an antibody test could mean for the coronavirus pandemic,CNN,News & Politics,none,694283,3526,0,1588,2020-04-10T23:07:42Z,"latest News,Happening Now,CNN,coronavirus,pandemic,Covid-19,Dr. Sanjay Gupta,Dr. Anthony Fauci,White House,Jake Tapper,antibody test,antibodies",PT10M19S,hd,false,https://i.ytimg.com/vi/SfWtBPbE9so/default.jpg,https://www.youtube.com/watch?v=SfWtBPbE9so
J0Cpmx4DS1c,UCupvZG-5ko_eiXAupbDfxWw,Russia intends to be first in the world to approve coronavirus vaccine,CNN,News & Politics,none,325786,1908,0,1435,2020-07-29T01:57:27Z,"latest News,Happening Now,CNN,World,Russia,Covid-19,Coronavirus,Vaccine,Matthew Chance,The Situation Room",PT2M1S,hd,false,https://i.ytimg.com/vi/J0Cpmx4DS1c/default.jpg,https://www.youtube.com/watch?v=J0Cpmx4DS1c
fGo5WqNjrOc,UCupvZG-5ko_eiXAupbDfxWw,"Commonly asked questions about the coronavirus, answered",CNN,News & Politics,none,181177,1038,0,585,2020-03-10T03:28:27Z,"latest News,Happening Now,CNN,us news,health,sanjay gupta,coronavirus,don lemon,cnn tonight",PT9M17S,hd,false,https://i.ytimg.com/vi/fGo5WqNjrOc/default.jpg,https://www.youtube.com/watch?v=fGo5WqNjrOc
bDBRxJTOKxM,UCupvZG-5ko_eiXAupbDfxWw,Staff at nursing home of coronavirus outbreak receive vaccine,CNN,News & Politics,none,13937,149,0,94,2020-12-29T03:38:08Z,"latest News,Happening Now,CNN,Coronavirus,Sara Sidner,Covid-19,Vaccine,Health,Washington",PT4M53S,hd,false,https://i.ytimg.com/vi/bDBRxJTOKxM/default.jpg,https://www.youtube.com/watch?v=bDBRxJTOKxM
GHe5fv6dR4w,UCupvZG-5ko_eiXAupbDfxWw,Global coronavirus cases have surpassed 40 million,CNN,News & Politics,none,56953,652,0,972,2020-10-20T10:51:29Z,"latest News,Happening Now,CNN",PT8M22S,hd,false,https://i.ytimg.com/vi/GHe5fv6dR4w/default.jpg,https://www.youtube.com/watch?v=GHe5fv6dR4w
R2ZETF515Ec,UCupvZG-5ko_eiXAupbDfxWw,Bill Gates: Here's when we could expect a coronavirus vaccine,CNN,News & Politics,none,1491351,8978,0,17581,2020-04-27T16:43:13Z,"latest News,Happening Now,CNN,bill gates,microsoft,vaccine,coronavirus,covid-19,pandemic",PT5M45S,hd,false,https://i.ytimg.com/vi/R2ZETF515Ec/default.jpg,https://www.youtube.com/watch?v=R2ZETF515Ec
yvW6juGxZQE,UCupvZG-5ko_eiXAupbDfxWw,Cuomo extends New York coronavirus shutdown,CNN,News & Politics,none,306800,3957,0,1771,2020-04-16T20:04:47Z,"latest News,Happening Now,CNN,US News,President Trump",PT10M45S,hd,true,https://i.ytimg.com/vi/yvW6juGxZQE/default.jpg,https://www.youtube.com/watch?v=yvW6juGxZQE
VQqFr7_Y5NU,UCupvZG-5ko_eiXAupbDfxWw,Financial expert: Do this with money during coronavirus outbreak,CNN,News & Politics,none,684888,3669,0,1803,2020-03-14T14:02:41Z,"latest News,Happening Now,CNN",PT5M32S,hd,false,https://i.ytimg.com/vi/VQqFr7_Y5NU/default.jpg,https://www.youtube.com/watch?v=VQqFr7_Y5NU
-szt0u2X0WI,UCupvZG-5ko_eiXAupbDfxWw,Coronavirus vaccine trial volunteers speak to CNN,CNN,News & Politics,none,264729,1518,0,1179,2020-05-22T13:50:12Z,"latest News,Happening Now,CNN,coronavirus,vaccine,covid",PT4M35S,hd,false,https://i.ytimg.com/vi/-szt0u2X0WI/default.jpg,https://www.youtube.com/watch?v=-szt0u2X0WI
HuBkxYY883k,UCupvZG-5ko_eiXAupbDfxWw,UK begins historic roll out of coronavirus vaccine,CNN,News & Politics,none,95101,913,0,899,2020-12-08T12:49:49Z,"latest News,Happening Now,CNN,coronavirus,covid-19,vaccine,uk news,world news,uk,vaccination,pfizer,biontech,william shakespeare",PT6M55S,sd,false,https://i.ytimg.com/vi/HuBkxYY883k/default.jpg,https://www.youtube.com/watch?v=HuBkxYY883k
OV1Vuv9zfzI,UCupvZG-5ko_eiXAupbDfxWw,Tips to stay safe during the coronavirus pandemic,CNN,News & Politics,none,126810,1269,0,363,2020-04-03T22:08:12Z,"latest News,Happening Now,CNN",PT4M38S,hd,false,https://i.ytimg.com/vi/OV1Vuv9zfzI/default.jpg,https://www.youtube.com/watch?v=OV1Vuv9zfzI
sXpIrDGXeTg,UCupvZG-5ko_eiXAupbDfxWw,How to cope with anxiety and stress linked to coronavirus pandemic,CNN,News & Politics,none,127529,1514,0,830,2020-03-20T07:08:06Z,"latest News,Happening Now,CNN",PT7M11S,hd,false,https://i.ytimg.com/vi/sXpIrDGXeTg/default.jpg,https://www.youtube.com/watch?v=sXpIrDGXeTg
5RunFCEZh_4,UCupvZG-5ko_eiXAupbDfxWw,Three promising signs in fight against coronavirus,CNN,News & Politics,none,69335,731,0,714,2021-02-25T00:24:36Z,"latest News,Happening Now,CNN,jake tapper,the lead,dr sanjay gupta,your health,health,coronavirus,covid 19,amara walker",PT10M13S,hd,false,https://i.ytimg.com/vi/5RunFCEZh_4/default.jpg,https://www.youtube.com/watch?v=5RunFCEZh_4
Yu8TuohmuiI,UCupvZG-5ko_eiXAupbDfxWw,11 times Donald Trump downplayed the coronavirus,CNN,News & Politics,none,595615,8033,0,6151,2020-04-07T15:48:48Z,"latest News,Happening Now,CNN",PT7M35S,hd,false,https://i.ytimg.com/vi/Yu8TuohmuiI/default.jpg,https://www.youtube.com/watch?v=Yu8TuohmuiI
WBRaGT9nqs4,UCupvZG-5ko_eiXAupbDfxWw,Germany seeing potential second wave of coronavirus,CNN,News & Politics,none,110153,1198,0,877,2020-07-29T13:02:59Z,"latest News,Happening Now,CNN,Coronavirus,Covid-19,Germany,Second Wave",PT3M59S,sd,false,https://i.ytimg.com/vi/WBRaGT9nqs4/default.jpg,https://www.youtube.com/watch?v=WBRaGT9nqs4
7qvADOmHCUQ,UCupvZG-5ko_eiXAupbDfxWw,Rare ICU access shows how Iraq is handling coronavirus,CNN,News & Politics,none,16630,247,0,156,2021-02-23T11:00:21Z,"latest News,Happening Now,CNN,cnni,world news,cnn international",PT4M49S,sd,false,https://i.ytimg.com/vi/7qvADOmHCUQ/default.jpg,https://www.youtube.com/watch?v=7qvADOmHCUQ
eEUqCxP5Lvc,UCupvZG-5ko_eiXAupbDfxWw,Coronavirus whistleblower doctor is online hero in China,CNN,News & Politics,none,3590928,34573,0,6765,2020-02-04T15:26:54Z,"latest News,Happening Now,CNN,cnni,coronavirus,china,wuhan",PT2M57S,hd,false,https://i.ytimg.com/vi/eEUqCxP5Lvc/default.jpg,https://www.youtube.com/watch?v=eEUqCxP5Lvc
QQEQH59p17U,UCupvZG-5ko_eiXAupbDfxWw,31 states see an increase in coronavirus cases,CNN,News & Politics,none,938142,8888,0,6767,2020-09-20T15:44:57Z,"latest News,Happening Now,CNN",PT5M44S,sd,false,https://i.ytimg.com/vi/QQEQH59p17U/default.jpg,https://www.youtube.com/watch?v=QQEQH59p17U
KZn1yulnc1U,UCupvZG-5ko_eiXAupbDfxWw,Brianna Keilar breaks down on live TV over coronavirus losses,CNN,News & Politics,none,1177007,23793,0,7984,2021-02-22T22:39:46Z,"latest News,Happening Now,CNN,brianna keilar,cnn newsroom,coronavirus,health,us news",PT5M23S,sd,false,https://i.ytimg.com/vi/KZn1yulnc1U/default.jpg,https://www.youtube.com/watch?v=KZn1yulnc1U
A_rMCaYkk68,UCupvZG-5ko_eiXAupbDfxWw,US sets alarming new coronavirus record,CNN,News & Politics,none,930768,7915,0,7861,2020-07-02T21:09:41Z,"latest News,Happening Now,CNN,US News,Politics,President Trump,World News",PT10M58S,hd,true,https://i.ytimg.com/vi/A_rMCaYkk68/default.jpg,https://www.youtube.com/watch?v=A_rMCaYkk68
Tak_fw_0QbM,UCupvZG-5ko_eiXAupbDfxWw,Shocking video shows 'morbid new reality' of a coronavirus epicenter,CNN,News & Politics,none,714050,3198,0,1451,2020-04-03T08:35:31Z,"latest News,Happening Now,CNN,world news,CNNi,matt rivers,ecuador",PT2M37S,hd,false,https://i.ytimg.com/vi/Tak_fw_0QbM/default.jpg,https://www.youtube.com/watch?v=Tak_fw_0QbM
uRjiq4PSvvo,UCupvZG-5ko_eiXAupbDfxWw,Brooke Baldwin returns with message of hope after coronavirus fight,CNN,News & Politics,none,217372,3919,0,1385,2020-04-27T17:31:00Z,"latest News,Happening Now,CNN,brooke baldwin,must see moments,us news,newsroom,coronavirus",PT4M41S,hd,false,https://i.ytimg.com/vi/uRjiq4PSvvo/default.jpg,https://www.youtube.com/watch?v=uRjiq4PSvvo
FCUpvgp4RUo,UCupvZG-5ko_eiXAupbDfxWw,John King breaks down how coronavirus may affect the presidential election,CNN,News & Politics,none,264764,1559,0,1776,2020-08-18T01:09:22Z,"latest News,Happening Now,CNN,john king,magic wall,coronavirus",PT3M27S,hd,false,https://i.ytimg.com/vi/FCUpvgp4RUo/default.jpg,https://www.youtube.com/watch?v=FCUpvgp4RUo
BTAub1YO4k0,UCupvZG-5ko_eiXAupbDfxWw,State Department warns US citizens not to travel abroad due to coronavirus pandemic,CNN,News & Politics,none,210265,1457,0,914,2020-03-20T00:31:35Z,"latest News,Happening Now,CNN,coronavirus,state department,international,travel,abroad",PT5M29S,hd,false,https://i.ytimg.com/vi/BTAub1YO4k0/default.jpg,https://www.youtube.com/watch?v=BTAub1YO4k0
s4ShMqGfEvo,UCupvZG-5ko_eiXAupbDfxWw,Trump spends weekend golfing amid coronavirus pandemic,CNN,News & Politics,none,791698,7175,0,17476,2020-05-25T11:57:59Z,"latest News,Happening Now,CNN,trump,coronavirus,covid,golf,pandemic",PT9M5S,hd,false,https://i.ytimg.com/vi/s4ShMqGfEvo/default.jpg,https://www.youtube.com/watch?v=s4ShMqGfEvo
3AzIgAa0Cm8,UCupvZG-5ko_eiXAupbDfxWw,Gupta: The truth about using chloroquine to fight coronavirus pandemic,CNN,News & Politics,none,783379,5657,0,4660,2020-03-24T03:55:00Z,"latest News,Happening Now,CNN,world news,coronavirus,sanjay gupta,anderson cooper",PT5M22S,hd,true,https://i.ytimg.com/vi/3AzIgAa0Cm8/default.jpg,https://www.youtube.com/watch?v=3AzIgAa0Cm8
sZBMcqLKOqo,UCupvZG-5ko_eiXAupbDfxWw,Boris Johnson issues stay-at-home order for UK to fight coronavirus pandemic,CNN,News & Politics,none,219691,1846,0,973,2020-03-23T22:59:33Z,"latest News,Happening Now,CNN",PT2M22S,hd,false,https://i.ytimg.com/vi/sZBMcqLKOqo/default.jpg,https://www.youtube.com/watch?v=sZBMcqLKOqo
ncwRbhunkIs,UCupvZG-5ko_eiXAupbDfxWw,CNN's Sanjay Gupta answers your questions on novel coronavirus,CNN,News & Politics,none,199601,1508,0,888,2020-02-26T15:21:45Z,"latest News,Happening Now,CNN",PT6M33S,hd,false,https://i.ytimg.com/vi/ncwRbhunkIs/default.jpg,https://www.youtube.com/watch?v=ncwRbhunkIs
91CBoU0GqBM,UCupvZG-5ko_eiXAupbDfxWw,Doctors warn coronavirus spreads more easily than first thought,CNN,News & Politics,none,329428,3345,0,1799,2020-07-06T15:05:46Z,"latest News,Happening Now,CNN,Elizabeth Cohen,newsroom,coronavirus,pandemic",PT4M57S,hd,false,https://i.ytimg.com/vi/91CBoU0GqBM/default.jpg,https://www.youtube.com/watch?v=91CBoU0GqBM
On7v-B28ZKk,UCupvZG-5ko_eiXAupbDfxWw,Dr. Birx shares promising coronavirus statistics,CNN,News & Politics,none,528344,2403,0,2466,2020-05-22T22:11:36Z,"latest News,Happening Now,CNN,White House,President Donald Trump,coronavirus,Covid-19,pandemic,White House coronavirus task force briefing,Dr. Deborah Birx",PT22M33S,hd,false,https://i.ytimg.com/vi/On7v-B28ZKk/default.jpg,https://www.youtube.com/watch?v=On7v-B28ZKk
mtEu31GrFAA,UCupvZG-5ko_eiXAupbDfxWw,CNN rides in ambulance in country hard-hit by coronavirus,CNN,News & Politics,none,16496,204,0,238,2021-02-16T13:58:41Z,"latest News,Happening Now,CNN,cnni,cnn international,world news",PT9M59S,sd,false,https://i.ytimg.com/vi/mtEu31GrFAA/default.jpg,https://www.youtube.com/watch?v=mtEu31GrFAA
02Wi5GSkdNk,UCupvZG-5ko_eiXAupbDfxWw,Maps show explosive growth of coronavirus in US,CNN,News & Politics,none,902894,7589,0,4176,2020-06-29T21:27:40Z,"latest News,Happening Now,CNN,US News,Coronavirus,Politics,President Trump",PT10M55S,hd,true,https://i.ytimg.com/vi/02Wi5GSkdNk/default.jpg,https://www.youtube.com/watch?v=02Wi5GSkdNk
i4fx-hLaYok,UCupvZG-5ko_eiXAupbDfxWw,China flexes military muscle amid global coronavirus pandemic,CNN,News & Politics,none,375365,1929,0,1856,2020-06-11T22:45:36Z,"latest News,Happening Now,CNN,culver,world news,cnni,china,coronavirus,xi,david culver",PT4M1S,hd,false,https://i.ytimg.com/vi/i4fx-hLaYok/default.jpg,https://www.youtube.com/watch?v=i4fx-hLaYok
xFO1JlRXHkQ,UCupvZG-5ko_eiXAupbDfxWw,John King calls coronavirus in West Wing a 'messaging disaster',CNN,News & Politics,none,1053206,8933,0,4532,2020-05-10T15:05:09Z,"latest News,Happening Now,CNN,Inside Politics,John King,White House,West Wing,Coronavirus",PT9M31S,hd,false,https://i.ytimg.com/vi/xFO1JlRXHkQ/default.jpg,https://www.youtube.com/watch?v=xFO1JlRXHkQ
B4RRsV8nqrc,UCupvZG-5ko_eiXAupbDfxWw,Doctors testing coronavirus vaccine trial on healthy man,CNN,News & Politics,none,235545,2565,0,1086,2020-03-17T22:50:18Z,"latest News,Happening Now,CNN",PT3M23S,hd,false,https://i.ytimg.com/vi/B4RRsV8nqrc/default.jpg,https://www.youtube.com/watch?v=B4RRsV8nqrc
XfbvLn3DgV8,UCupvZG-5ko_eiXAupbDfxWw,Trump criticizes China for their coronavirus response. Here's what we know,CNN,News & Politics,none,1015545,6831,0,8268,2020-04-17T19:41:18Z,"latest News,Happening Now,CNN",PT8M12S,hd,false,https://i.ytimg.com/vi/XfbvLn3DgV8/default.jpg,https://www.youtube.com/watch?v=XfbvLn3DgV8
MeXjT9xfbdw,UCupvZG-5ko_eiXAupbDfxWw,"US surpasses 200,000 coronavirus deaths",CNN,News & Politics,none,201141,1562,0,3443,2020-09-22T16:37:03Z,"latest News,Happening Now,CNN,Newsroom,Health,John King,Coronavirus,Covid-19",PT10M51S,sd,false,https://i.ytimg.com/vi/MeXjT9xfbdw/default.jpg,https://www.youtube.com/watch?v=MeXjT9xfbdw
rljfwYO5zZg,UCupvZG-5ko_eiXAupbDfxWw,What Washington’s response to coronavirus tells us,CNN,News & Politics,none,171214,1449,0,906,2020-03-05T15:36:26Z,"latest News,Happening Now,CNN",PT6M8S,hd,false,https://i.ytimg.com/vi/rljfwYO5zZg/default.jpg,https://www.youtube.com/watch?v=rljfwYO5zZg
yMTTZiY1ppg,UCupvZG-5ko_eiXAupbDfxWw,How cows could by key to combatting coronavirus,CNN,News & Politics,none,163210,1449,0,1094,2020-05-15T14:41:39Z,"latest News,Happening Now,CNN,Elizabeth Cohen,Health,New Day",PT2M23S,sd,false,https://i.ytimg.com/vi/yMTTZiY1ppg/default.jpg,https://www.youtube.com/watch?v=yMTTZiY1ppg
